"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"988665","occ","","","55536","Dapingfangornis sentisorhinus n. gen. n. sp.","species","203218","","Dapingfangornis sentisorhinus","species","203218","Aptian","","121.4","113.2","38184","120.175301","41.423901","Chordata","Saurischia","Eoenantiornithiformes","Eoenantiornithidae","Dapingfangornis","119"
"988779","occ","","","13307","Martinavis saltariensis n. sp.","species","203280","","Martinavis saltariensis","species","203280","Early Maastrichtian","","72.2","66","38192","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Martinavis","112"
"988780","occ","","","13307","Martinavis minor n. sp.","species","203281","","Martinavis minor","species","203281","Early Maastrichtian","","72.2","66","38192","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Martinavis","112"
"988781","occ","","","13307","Martinavis whetstonei n. sp.","species","203282","","Martinavis whetstonei","species","203282","Early Maastrichtian","","72.2","66","38192","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Martinavis","112"
"988782","occ","","","13307","Elbretornis bonapartei n. gen. n. sp.","species","203284","","Elbretornis bonapartei","species","203284","Early Maastrichtian","","72.2","66","38192","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Elbretornis","112"
"988788","occ","","","118940","Canadaga arctica","species","203029","","Canadaga arctica","species","203029","Campanian","","83.6","72.2","38194","-91.199997","76.283333","Chordata","Saurischia","Hesperornithiformes","Hesperornithidae","Canadaga","113"
"989838","occ","","","119238","Archaeopteryx lithographica","species","55487","","Archaeopteryx lithographica","species","55487","Early Tithonian","","149.2","145.06","38270","10.990304","48.892746","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeopteryx","124"
"994447","occ","","IF","53144","Brontozoum thianschanicum n. sp.","species","85783","","Brontozoum thianschanicum","species","85783","Middle Jurassic","Late Jurassic","174.7","143.1","38459","68.561043","39.215771","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","15"
"995739","occ","","","120363","Acristavus gagslarsoni n. gen. n. sp.","species","205435","","Acristavus gagslarsoni","species","205435","Middle Campanian","","83.6","72.2","38486","-112.329094","47.720959","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Acristavus","113"
"995741","occ","41341","","120364","Acristavus gagslarsoni","species","205435","","Acristavus gagslarsoni","species","205435","Early Campanian","Middle Campanian","83.6","72.2","38486","-111.531960","37.451607","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Acristavus","113"
"996730","occ","","","79941","Parahongshanornis chaoyangensis n. gen. n. sp.","species","191240","","Parahongshanornis chaoyangensis","species","191240","Aptian","","121.4","113.2","36604","120.158333","41.572224","Chordata","Saurischia","NO_ORDER_SPECIFIED","Hongshanornithidae","Parahongshanornis","119"
"996742","occ","","IF","112138","Corpulentapus lilasia n. gen. n. sp.","species","205715","","Corpulentapus lilasia","species","205715","Late Barremian","","125.77","121.4","38538","119.448128","35.886559","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Corpulentapus","120"
"996743","occ","38492","IF","112138","Grallator yangi","species","438177","","Grallator yangi","species","205713","Late Barremian","","125.77","121.4","77001","119.448128","35.886559","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","120"
"999055","occ","40331","IF","121154","Elephantopoides barkhausensis n. gen. n. sp.","species","192893","recombined as","Parabrontopodus barkhausensis","species","192893","Early Kimmeridgian","","154.8","152.21","38671","8.413889","52.278332","Chordata","Saurischia","NO_ORDER_SPECIFIED","Parabrontopodidae","Parabrontopodus","125"
"999056","occ","40332","IF","121154","Megalosauropus teutonicus n. gen. n. sp.","species","68307","recombined as","Jurabrontes teutonicus","species","68307","Early Kimmeridgian","","154.8","152.21","38671","8.413889","52.278332","Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Jurabrontes","125"
"999588","occ","34861","IF","121305","Eubrontes giganteus","species","66095","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","66081","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"999625","occ","34865","I","121311","Grallator cursorius","species","64080","","Grallator cursorius","species","64080","Hettangian","","201.4","199.5","66081","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"999626","occ","34866","IF","121311","Eubrontes giganteus","species","66095","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","66081","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"999627","occ","34862","I","121305","Grallator cursorius","species","64080","","Grallator cursorius","species","64080","Hettangian","","201.4","199.5","66081","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"999629","occ","34864","IF","121305","Eubrontes giganteus","species","66095","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","66081","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"1000851","occ","","","97795","Alamosaurus sanjuanensis","species","63399","","Alamosaurus sanjuanensis","species","63399","Late Maastrichtian","","72.2","66","38769","-108.066399","36.343899","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Alamosaurus","112"
"1000852","occ","","","121580","Alamosaurus sanjuanensis","species","63399","","Alamosaurus sanjuanensis","species","63399","Late Maastrichtian","","72.2","66","38769","-108.066399","36.343899","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Alamosaurus","112"
"1000853","occ","","","121581","Alamosaurus sanjuanensis","species","63399","","Alamosaurus sanjuanensis","species","63399","Late Maastrichtian","","72.2","66","38769","-108.066399","36.343899","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Alamosaurus","112"
"1004578","occ","","","122303","Meleagris gallopavo","species","110952","","Meleagris gallopavo","species","110952","Holocene","","0.0117","0","38926","-81.229721","29.701111","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","32"
"1010382","occ","38957","","123283","Tastavinsaurus sanzi","species","138440","","Tastavinsaurus sanzi","species","138440","Early Aptian","","121.4","119.57","39481","-0.839116","40.646095","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tastavinsaurus","119"
"1010422","occ","","IF","123299","Carmelopodus untermannorum n. gen. n. sp.","species","214919","","Carmelopodus untermannorum","species","214919","Bajocian","","170.9","168.2","39489","-109.236717","40.420609","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carmelopodus","129"
"1010560","occ","","","123351","Spinops sternbergorum n. gen. n. sp.","species","215070","","Spinops sternbergorum","species","215070","Middle Campanian","","83.6","72.2","39514","-111.393066","50.758659","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Spinops","113"
"1011405","occ","","","102883","Hesperornis rossicus","species","137393","","Hesperornis rossicus","species","137392","Early Campanian","","83.6","72.2","39705","14.401667","56.139442","Chordata","Saurischia","Hesperornithiformes","Hesperornithidae","Hesperornis","113"
"1011470","occ","","I","123526","Dinehichnus socialis","species","68660","","Dinehichnus socialis","species","68660","Kimmeridgian","","154.8","149.2","39738","-108.737755","39.063725","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Dinehichnus","125"
"1012129","occ","","","123753","Longirostravis hani n. gen. n. sp.","species","119305","","Longirostravis hani","species","119305","Late Barremian","Early Aptian","125.77","119.57","26683","121.248100","41.533611","Chordata","Saurischia","NO_ORDER_SPECIFIED","Longipterygidae","Longirostravis","40"
"1012811","occ","","","123753","Archaeorhynchus spathula n. gen. n. sp.","species","137384","","Archaeorhynchus spathula","species","137384","Late Barremian","Early Aptian","125.77","119.57","28731","121.248100","41.533611","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeorhynchus","40"
"1012821","occ","","IF","123863","Boutakioutichnium atlasicus n. gen. n. sp.","species","217420","","Boutakioutichnium atlasicus","species","217420","Oxfordian","Kimmeridgian","161.5","149.2","39860","-6.904760","31.731670","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boutakioutichnium","41"
"1012823","occ","","IF","123864","Boutakioutichnium atlasicus","species","217420","","Boutakioutichnium atlasicus","species","217420","Oxfordian","Kimmeridgian","161.5","149.2","39860","-6.904760","31.731670","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boutakioutichnium","41"
"1012824","occ","","IF","123865","Boutakioutichnium atlasicus","species","217420","","Boutakioutichnium atlasicus","species","217420","Oxfordian","Kimmeridgian","161.5","149.2","39860","-6.898488","31.734989","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boutakioutichnium","41"
"1012825","occ","","IF","123866","Boutakioutichnium atlasicus","species","217420","","Boutakioutichnium atlasicus","species","217420","Oxfordian","Kimmeridgian","161.5","149.2","39860","-6.901039","31.734089","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boutakioutichnium","41"
"1012827","occ","","IF","123867","Boutakioutichnium atlasicus","species","217420","","Boutakioutichnium atlasicus","species","217420","Oxfordian","Kimmeridgian","161.5","149.2","39860","-6.858530","31.667459","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boutakioutichnium","41"
"1014173","occ","","","124206","Propanoplosaurus marylandicus n. gen. n. sp.","species","288408","","Propanoplosaurus marylandicus","species","288408","Late Aptian","","119.57","113.2","39855","-76.983055","38.983334","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Propanoplosaurus","119"
"1014760","occ","26410","IF","114771","Coelurosaurichnus sassendorfensis n. sp.","species","85793","","Coelurosaurichnus sassendorfensis","species","85793","Rhaetian","Early Hettangian","205.7","199.5","40024","10.955000","49.988998","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coelurosaurichnus","2"
"1016155","occ","","","118207","Schizooura lii n. gen. n. sp.","species","219826","","Schizooura lii","species","219826","Aptian","","121.4","113.2","40093","119.795700","40.807522","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Schizooura","119"
"1020784","occ","","","93837","Alectoris sutcliffei","species","429974","","Perdix perdix","species","365969","Late Pleistocene","","0.129","0.0117","40497","-3.673400","50.494400","Chordata","Saurischia","Galliformes","Phasianidae","Perdix","922"
"1020814","occ","","","124956","Lagopus mutus","species","368618","recombined as","Lagopus muta","species","368616","Late Pleistocene","","0.129","0.0117","40497","-2.764159","51.281742","Chordata","Saurischia","Galliformes","Phasianidae","Lagopus","922"
"1020815","occ","","","93837","Lagopus lagopus","species","368615","","Lagopus lagopus","species","368613","Late Pleistocene","","0.129","0.0117","40497","-3.673400","50.494400","Chordata","Saurischia","Galliformes","Phasianidae","Lagopus","922"
"1020827","occ","","","124956","Lyrurus tetrix","species","365981","","Lyrurus tetrix","species","365978","Late Pleistocene","","0.129","0.0117","40497","-2.764159","51.281742","Chordata","Saurischia","Galliformes","Phasianidae","Lyrurus","922"
"1020828","occ","","","124956","Tetrastes bonasia","species","369322","","Tetrastes bonasia","species","369318","Late Pleistocene","","0.129","0.0117","40497","-2.764159","51.281742","Chordata","Saurischia","Galliformes","Phasianidae","Tetrastes","922"
"1020829","occ","","","124956","Perdix perdix","species","365976","","Perdix perdix","species","365969","Late Pleistocene","","0.129","0.0117","40497","-2.764159","51.281742","Chordata","Saurischia","Galliformes","Phasianidae","Perdix","922"
"1020843","occ","","","124956","Lagopus lagopus","species","368615","","Lagopus lagopus","species","368613","Late Pleistocene","","0.129","0.0117","40507","-2.764159","51.281742","Chordata","Saurischia","Galliformes","Phasianidae","Lagopus","922"
"1021027","occ","38086","F","32370","Patagoolithus salitralensis n. gen. n. sp.","species","435395","","Fusioolithus baghensis","species","81824","Maastrichtian","Early Maastrichtian","72.2","66","76257","-67.534164","-39.296665","Chordata","Reptilia","NO_ORDER_SPECIFIED","Fusioolithidae","Fusioolithus","112"
"1021272","occ","","","78015","Gallus europaeus","species","429986","","Gallus europaeus","species","429986","Middle Pleistocene","","0.774","0.129","40564","0.796667","51.643333","Chordata","Saurischia","Galliformes","Phasianidae","Gallus","1203"
"1021280","occ","","","125088","Tetrao urogallus","species","369189","","Tetrao urogallus","species","369189","Middle Pleistocene","","0.774","0.129","40564","0.312778","51.448612","Chordata","Saurischia","Galliformes","Phasianidae","Tetrao","1203"
"1021281","occ","","","125088","Tetrastes bonasia","species","369322","","Tetrastes bonasia","species","369318","Middle Pleistocene","","0.774","0.129","40564","0.312778","51.448612","Chordata","Saurischia","Galliformes","Phasianidae","Tetrastes","1203"
"1023133","occ","","","68040","Palaeortyx intermedia","species","227166","","Palaeortyx intermedia","species","227166","MN 3","","20","16.9","40668","11.163889","48.909443","Chordata","Saurischia","Galliformes","Phasianidae","Palaeortyx","102"
"1023134","occ","","","125333","cf. Palaeortyx intermedia","species","227166","","Palaeortyx intermedia","species","227166","Aquitanian","","23.04","20.45","40668","3.512500","46.256668","Chordata","Saurischia","Galliformes","Phasianidae","Palaeortyx","103"
"1023135","occ","","","26723","cf. Palaeortyx intermedia","species","227166","","Palaeortyx intermedia","species","227166","Orleanian","Middle Miocene","20","11.63","40668","4.826389","45.829166","Chordata","Saurischia","Galliformes","Phasianidae","Palaeortyx","35"
"1023137","occ","","","39424","cf. Palaeortyx intermedia","species","227166","","Palaeortyx intermedia","species","227166","Pliocene","","5.333","2.58","40668","27.916668","46.183334","Chordata","Saurischia","Galliformes","Phasianidae","Palaeortyx","34"
"1023151","occ","","","73137","Miogallus altus","species","429957","recombined as","Miophasianus altus","species","191581","Badenian","","13.82","12.8","40671","16.966667","48.200001","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus","100"
"1023170","occ","","","120823","Colymbus subparvus n. sp.","species","227181","","Colymbus subparvus","species","227181","Piacenzian","Gelasian","3.6","1.8","40674","-117.173058","32.749443","Chordata","Saurischia","Colymbiformes","Colymbidae","Colymbus","1"
"1024116","occ","","","125321","Lagopus lagopus","species","368615","","Lagopus lagopus","species","368613","Late Pleistocene","","0.129","0.0117","40735","-3.605800","50.596699","Chordata","Saurischia","Galliformes","Phasianidae","Lagopus","922"
